Sample #, X Value, Y Value (Probability)
117, -6.21775, 2.83918e-05
118, -4.11606, 0.00136219
119, -4.11606, 0.00136219
120, -3.64264, 0.00279717
121, -3.66839, 0.0026937
122, -0.184866, 0.0979759
123, -0.783198, 0.0655777
124, 2.3076, 0.199183
125, 2.3076, 0.199183
126, 2.3076, 0.199183
127, 2.3076, 0.199183
128, 2.42756, 0.198184
129, 4.07565, 0.128498
130, 4.07565, 0.128498
131, 4.07565, 0.128498
132, 4.07565, 0.128498
133, 4.07565, 0.128498
134, 4.54807, 0.100132
135, 4.54807, 0.100132
136, 5.53277, 0.0497619
137, 4.60177, 0.0969902
138, 4.60177, 0.0969902
139, 3.22986, 0.174704
140, 3.22986, 0.174704
141, 3.22986, 0.174704
142, 3.22986, 0.174704
143, 3.22986, 0.174704
144, 3.22986, 0.174704
145, 1.44535, 0.185765
146, -0.176108, 0.0984879
147, -0.0764738, 0.104363
148, 0.353698, 0.130264
149, 0.353698, 0.130264
150, -1.66353, 0.0308707
151, -1.66353, 0.0308707
152, -1.04075, 0.0536704
153, -1.81968, 0.0264682
154, -1.81968, 0.0264682
155, -3.8606, 0.00202244
156, -3.8606, 0.00202244
157, -3.8606, 0.00202244
158, -5.58258, 0.000102756
159, -6.6511, 1.11416e-05
160, -9.01031, 3.00327e-08
161, -8.99866, 3.10289e-08
162, -10.4186, 4.5274e-10
163, -10.4186, 4.5274e-10
164, -10.4186, 4.5274e-10
165, -13.2054, 2.60732e-14
166, -13.2054, 2.60732e-14
167, -13.2054, 2.60732e-14
168, -10.9081, 9.38083e-11
169, -10.9081, 9.38083e-11
170, -10.6724, 2.01633e-10
171, -11.8403, 3.96539e-12
172, -10.9233, 8.92322e-11
173, -10.9233, 8.92322e-11
174, -10.9233, 8.92322e-11
175, -8.14302, 3.10732e-07
176, -10.7449, 1.59589e-10
177, -8.34259, 1.84546e-07
178, -9.82554, 2.81361e-09
179, -9.82554, 2.81361e-09
180, -7.17895, 3.34624e-06
181, -7.93771, 5.25598e-07
182, -7.93771, 5.25598e-07
183, -8.26331, 2.27256e-07
184, -8.26331, 2.27256e-07
185, -8.26331, 2.27256e-07
186, -8.26331, 2.27256e-07
187, -8.53193, 1.11539e-07
188, -8.53193, 1.11539e-07
189, -8.53193, 1.11539e-07
190, -6.67, 1.06846e-05
191, -5.81268, 6.52375e-05
192, -7.83784, 6.76135e-07
193, -7.83784, 6.76135e-07
194, -7.83784, 6.76135e-07
195, -7.84842, 6.58423e-07
196, -7.84842, 6.58423e-07
197, -7.84842, 6.58423e-07
198, -11.1564, 4.1251e-11
199, -11.1564, 4.1251e-11
200, -11.1564, 4.1251e-11
201, -12.3361, 6.74868e-13
202, -12.3361, 6.74868e-13
203, -10.7596, 1.5217e-10
204, -10.8785, 1.03342e-10
205, -10.8785, 1.03342e-10
206, -9.94174, 1.98071e-09
207, -14.2127, 4.74608e-16
208, -14.7928, 4.21053e-17
209, -14.7928, 4.21053e-17
210, -14.7928, 4.21053e-17
211, -14.7928, 4.21053e-17
212, -15, 1.73648e-17
213, -15, 1.73648e-17
214, -15, 1.73648e-17
215, -15, 1.73648e-17
216, -15, 1.73648e-17
217, -15, 1.73648e-17
218, -14.7776, 4.49108e-17
219, -15, 1.73648e-17
220, -14.6965, 6.33035e-17
221, -14.6965, 6.33035e-17
222, -14.3009, 3.30189e-16
223, -12.8293, 1.09019e-13
224, -12.8674, 9.44804e-14
225, -12.8674, 9.44804e-14
226, -12.8674, 9.44804e-14
227, -12.8674, 9.44804e-14
228, -15, 1.73648e-17
229, -15, 1.73648e-17
230, -15, 1.73648e-17
231, -13.6302, 4.96456e-15
232, -15, 1.73648e-17
233, -15, 1.73648e-17
234, -15, 1.73648e-17
235, -15, 1.73648e-17
236, -15, 1.73648e-17
237, -15, 1.73648e-17
238, -15, 1.73648e-17
239, -13.2432, 2.254e-14
240, -13.2432, 2.254e-14
241, -13.2432, 2.254e-14
242, -13.2432, 2.254e-14
243, -12.8708, 9.3285e-14
244, -12.0072, 2.20016e-12
245, -12.0072, 2.20016e-12
246, -12.0072, 2.20016e-12
247, -15, 1.73648e-17
248, -15, 1.73648e-17
249, -9.96978, 1.81889e-09
250, -9.96978, 1.81889e-09
251, -9.96978, 1.81889e-09
252, -10.6443, 2.20761e-10
253, -10.6443, 2.20761e-10
254, -7.62199, 1.15546e-06
255, -7.62199, 1.15546e-06
256, -7.62199, 1.15546e-06
257, -7.62199, 1.15546e-06
258, -7.62199, 1.15546e-06
259, -8.93838, 3.67166e-08
260, -8.93838, 3.67166e-08
261, -11.4648, 1.45558e-11
262, -10.5743, 2.76153e-10
263, -10.5743, 2.76153e-10
264, -14.3302, 2.92513e-16
265, -14.3302, 2.92513e-16
266, -14.3302, 2.92513e-16
267, -14.3302, 2.92513e-16
268, -10.8517, 1.12808e-10
269, -10.313, 6.3091e-10
270, -10.313, 6.3091e-10
271, -10.313, 6.3091e-10
272, -11.1269, 4.55161e-11
273, -11.1269, 4.55161e-11
274, -11.1269, 4.55161e-11
275, -11.1269, 4.55161e-11
276, -11.7408, 5.6171e-12
277, -11.1173, 4.69926e-11
278, -10.1949, 9.11305e-10
279, -10.1949, 9.11305e-10
280, -10.1949, 9.11305e-10
281, -3.77342, 0.00230585
282, -3.9512, 0.00176122
283, -3.9512, 0.00176122
284, -5.97312, 4.71554e-05
285, -5.97312, 4.71554e-05
286, -3.89555, 0.00191785
287, -5.10351, 0.000253602
288, -5.10351, 0.000253602
289, -5.49736, 0.000121177
290, -5.49736, 0.000121177
291, -5.49736, 0.000121177
292, -5.82057, 6.42149e-05
293, -5.82057, 6.42149e-05
294, -5.82057, 6.42149e-05
295, -5.82057, 6.42149e-05
296, -6.05628, 3.9752e-05
297, -6.05628, 3.9752e-05
298, -6.05628, 3.9752e-05
299, -8.95771, 3.47909e-08
300, -8.11382, 3.35062e-07
301, -8.09613, 3.50685e-07
302, -8.09613, 3.50685e-07
303, -11.0333, 6.21024e-11
304, -11.0333, 6.21024e-11
305, -11.0333, 6.21024e-11
306, -9.43592, 8.90715e-09
307, -7.41725, 1.90028e-06
308, -7.41725, 1.90028e-06
309, -7.15693, 3.52334e-06
310, -1.59335, 0.0330157
311, -1.2015, 0.0469645
312, -1.2015, 0.0469645
313, -3.86197, 0.00201826
314, -5.71757, 7.88416e-05
315, -5.83817, 6.19859e-05
316, -6.32701, 2.25263e-05
317, -8.95723, 3.48382e-08
318, -8.95723, 3.48382e-08
319, -6.42955, 1.80795e-05
320, -6.42955, 1.80795e-05
321, -5.95109, 4.93229e-05
322, -5.95109, 4.93229e-05
323, -5.95109, 4.93229e-05
324, -5.8467, 6.09318e-05
325, -5.8467, 6.09318e-05
326, -6.70363, 9.91543e-06
327, -4.16056, 0.00126944
328, -4.16056, 0.00126944
329, -4.14798, 0.00129506
330, -1.99834, 0.0220301
331, -1.99834, 0.0220301
332, -1.99834, 0.0220301
333, -3.01541, 0.00665656
334, -3.01541, 0.00665656
335, -2.4199, 0.0138425
336, -2.75572, 0.00926061
337, -2.75572, 0.00926061
338, -2.75572, 0.00926061
339, -6.1824, 3.05799e-05
340, -7.60978, 1.1906e-06
341, -7.55073, 1.37553e-06
342, -5.85751, 5.96204e-05
343, -5.85751, 5.96204e-05
344, -5.61852, 9.57999e-05
345, -5.61852, 9.57999e-05
346, -5.61852, 9.57999e-05
347, -5.61852, 9.57999e-05
348, -3.87024, 0.00199309
349, -3.48179, 0.00352656
350, -4.79916, 0.000436985
351, -4.79916, 0.000436985
352, -4.10065, 0.00139569
353, -4.10065, 0.00139569
354, 0.361386, 0.130726
355, 0.361386, 0.130726
356, 1.4659, 0.186477
357, 3.25664, 0.173488
358, 5.82706, 0.0385218
359, 5.82706, 0.0385218
360, 7.80741, 0.00391685
361, 5.11204, 0.0691081
362, 5.11204, 0.0691081
363, 6.50988, 0.0195658
364, 6.50988, 0.0195658
365, 4.4347, 0.106851
366, 4.36001, 0.111326
367, 4.16888, 0.122868
368, 4.16888, 0.122868
369, 3.03785, 0.182714
370, 3.03785, 0.182714
371, 3.03785, 0.182714
372, 3.59883, 0.156191
373, 2.74464, 0.19221
374, 0.710746, 0.151174
375, 0.0273879, 0.110569
376, 0.0273879, 0.110569
377, 0.0273879, 0.110569
378, 0.0273879, 0.110569
379, 1.67885, 0.192813
380, -1.197, 0.0471447
381, 2.18018, 0.199461
382, 2.7239, 0.192743
383, 2.7239, 0.192743
384, 2.7239, 0.192743
385, 2.7239, 0.192743
386, 2.7239, 0.192743
387, 2.7239, 0.192743
388, 2.7239, 0.192743
389, 2.39403, 0.198535
390, 3.51197, 0.160856
391, 3.51197, 0.160856
392, 3.967, 0.135015
393, 3.967, 0.135015
394, 3.967, 0.135015
395, 3.96892, 0.1349
396, 3.96892, 0.1349
397, 3.96892, 0.1349
398, 4.15516, 0.123698
399, 2.92028, 0.186946
400, 2.63126, 0.194887
401, 4.06744, 0.128992
402, 1.38037, 0.183405
403, 1.77404, 0.194998
404, 3.69309, 0.150958
405, 3.69309, 0.150958
406, 6.01987, 0.0321929
407, 6.23955, 0.0259437
408, 6.23955, 0.0259437
409, 3.14657, 0.178336
410, 3.69388, 0.150914
411, 3.69388, 0.150914
412, 5.72031, 0.0423768
413, 5.72031, 0.0423768
414, 7.4843, 0.00608116
415, 4.54734, 0.100175
416, 5.76338, 0.0407908
417, 5.76338, 0.0407908
418, 5.76338, 0.0407908
419, 5.76338, 0.0407908
420, 3.23002, 0.174697
421, 3.23002, 0.174697
422, 2.19373, 0.19947
423, 0.00592515, 0.109281
424, 0.00592515, 0.109281
425, -0.0918873, 0.103449
426, -0.0918873, 0.103449
427, -0.0918873, 0.103449
428, -0.0918873, 0.103449
429, 0.539157, 0.141298
430, 0.539157, 0.141298
431, 0.539157, 0.141298
432, 0.539157, 0.141298
433, -3.39699, 0.00397443
434, -2.44193, 0.0134938
435, -2.44193, 0.0134938
436, -2.44193, 0.0134938
437, -4.08804, 0.00142367
438, -5.20278, 0.0002113
439, -6.53267, 1.44542e-05
440, -4.94559, 0.000337307
441, -5.78434, 6.90423e-05
442, -4.03057, 0.00155763
443, -1.65404, 0.0311548
444, -3.0413, 0.00643508
445, -3.56054, 0.0031509
446, -3.56054, 0.0031509
447, -5.40502, 0.000144587
448, -6.64854, 1.12048e-05
449, -6.64854, 1.12048e-05
450, -6.64854, 1.12048e-05
451, -8.09446, 3.52196e-07
452, -8.09446, 3.52196e-07
453, -8.09446, 3.52196e-07
454, -8.09446, 3.52196e-07
455, -8.09446, 3.52196e-07
456, -8.09446, 3.52196e-07
457, -10.603, 2.51941e-10
458, -10.603, 2.51941e-10
459, -9.17473, 1.88804e-08
460, -8.93146, 3.74313e-08
461, -9.74892, 3.53985e-09
462, -9.74892, 3.53985e-09
463, -11.0122, 6.65912e-11
464, -11.0122, 6.65912e-11
465, -9.21368, 1.68975e-08
466, -8.32965, 1.90948e-07
467, -8.32965, 1.90948e-07
468, -10.4215, 4.48575e-10
469, -13.6969, 3.81004e-15
470, -13.1844, 2.82652e-14
471, -13.1844, 2.82652e-14
472, -13.1844, 2.82652e-14
473, -13.1844, 2.82652e-14
474, -13.316, 1.70066e-14
475, -13.5654, 6.41191e-15
476, -15, 1.73648e-17
477, -15, 1.73648e-17
478, -15, 1.73648e-17
479, -14.6741, 6.95988e-17
480, -14.6741, 6.95988e-17
481, -14.9464, 2.18608e-17
482, -14.911, 2.54395e-17
483, -14.911, 2.54395e-17
484, -14.911, 2.54395e-17
485, -14.911, 2.54395e-17
486, -15, 1.73648e-17
487, -15, 1.73648e-17
488, -15, 1.73648e-17
489, -15, 1.73648e-17
490, -15, 1.73648e-17
491, -15, 1.73648e-17
492, -15, 1.73648e-17
493, -15, 1.73648e-17
494, -12.3838, 5.67311e-13
495, -8.21437, 2.58217e-07
496, -7.19126, 3.251e-06
497, -9.18645, 1.82611e-08
498, -9.40068, 9.86702e-09
499, -9.40068, 9.86702e-09
500, -13.6078, 5.42422e-15
